Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments,Concatenated value
Spring,3/22/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,1806.4,0.0083,14.99312,0.51,7.6464912,3,54.88,107,15,5,Spring-London-Discount
Spring,3/22/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1698.2,0.02299,39.041618,0.8855,34.57135274,7,95.76,25,10,7.5,Spring-London-Collection
Spring,3/22/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1350.2,0.01485,20.05047,1.2535,25.13326415,5,426,55,9,12,Spring-London-Discount
Spring,3/22/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,2214.2,0.0099,21.92058,0.12,2.6304696,7,238,60,2,12,Spring-London-Collection
Spring,3/22/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,1567.2,0.01221,19.135512,0.53,10.14182136,7,518,86,8,12,Spring-London-Discount
Spring,3/22/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1474.4,0.0133,19.60952,0.115,2.2550948,2,0,57,9,10.5,Spring-London-Collection
Spring,3/22/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,740.6,0.0161,11.92366,0.6555,7.81595913,5,216,33,16,12,Spring-London-Discount
Spring,3/22/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,2825.4,0.0109,30.79686,0.53,16.3223358,3,183,40,14,7,Spring-London-Collection
Spring,3/22/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1921.6,0.0052,9.99232,0.56,5.5956992,2,158,86,12,1,Spring-London-Discount
Spring,3/22/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,955,0.0183,17.4765,1.3455,23.51463075,4,90.048,80,19,7.5,Spring-Manchester-Collection
Spring,3/22/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1053.6,0.0168,17.70048,0.6095,10.78844256,1,218.4,55,6,4.5,Spring-Manchester-Discount
Spring,3/22/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2047.4,0.0137,28.04938,0.69,19.3540722,2,5.6,76,27,8,Spring-Manchester-Collection
Spring,3/22/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,1788,0.0112,20.0256,1.93,38.649408,3,281.4,107,15,6,Spring-Manchester-Discount
Spring,3/22/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1138.2,0.01958,22.285956,0.391,8.713808796,6,268.8,33,1,9,Spring-Manchester-Collection
Spring,3/22/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,914.8,0.0132,12.07536,1.8285,22.07979576,6,244.8,57,3,9,Spring-Manchester-Discount
Spring,3/22/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,2082.2,0.01056,21.988032,0.12,2.63856384,4,151.2,59,21,7,Spring-Manchester-Collection
Spring,3/22/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1080.8,0.00825,8.9166,1.42,12.661572,4,132,78,0,10,Spring-Manchester-Discount
Spring,3/22/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1439.2,0.0165,23.7468,0.207,4.9155876,5,262.8,53,8,4.5,Spring-Manchester-Collection
Spring,3/22/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,384.4,0.0099,3.80556,1.2305,4.68274158,4,105.6,57,7,9,Spring-Manchester-Discount
Spring,3/22/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,2092.2,0.0082,17.15604,0.53,9.0927012,5,275,23,2,1,Spring-Manchester-Collection
Spring,3/22/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1046,0.0026,2.7196,0.61,1.658956,4,136,42,2,5,Spring-Manchester-Discount
Spring,3/23/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1290.4,0.0131,16.90424,0.1035,1.74958884,2,58.464,20,2,3,Spring-Birmingham-Collection
Spring,3/23/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,1335.2,0.017,22.6984,1.909,43.3312456,8,142.464,51,4,9,Spring-Birmingham-Discount
Spring,3/23/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,2307.8,0.0089,20.53942,1.1,22.593362,4,10.4,26,27,2,Spring-Birmingham-Collection
Spring,3/23/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1251.2,0.0081,10.13472,1.35,13.681872,4,210,59,6,6,Spring-Birmingham-Discount
Spring,3/23/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1044.4,0.01485,15.50934,0.4485,6.95593899,2,115.92,5,5,10.5,Spring-Birmingham-Collection
Spring,3/23/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,672.2,0.01375,9.24275,1.863,17.21924325,3,144,67,7,9,Spring-Birmingham-Discount
Spring,3/23/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2077,0.01298,26.95946,0.54,14.5581084,4,218.4,8,6,2,Spring-Birmingham-Collection
Spring,3/23/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1172.2,0.01056,12.378432,0.63,7.79841216,2,64,107,12,9,Spring-Birmingham-Discount
Spring,3/23/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,1165.6,0.011,12.8216,0.8625,11.05863,6,369.6,47,0,4.5,Spring-Birmingham-Collection
Spring,3/23/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,592.4,0.0121,7.16804,1.196,8.57297584,2,50.4,47,7,0,Spring-Birmingham-Discount
Spring,3/23/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,1763.8,0.0082,14.46316,0.12,1.7355792,0,0,42,2,4,Spring-Birmingham-Collection
Spring,3/23/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1737.2,0.0064,11.11808,0.06,0.6670848,4,240,6,2,1,Spring-Birmingham-Discount
Spring,3/23/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1376.4,0.0161,22.16004,1.196,26.50340784,2,214.368,21,24,13.5,Spring-London-Collection
Spring,3/23/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1353.6,0.0178,24.09408,1.288,31.03317504,2,174.72,47,2,3,Spring-London-Discount
Spring,3/23/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2508.2,0.0107,26.83774,0.92,24.6907208,3,118.16,46,9,10,Spring-London-Collection
Spring,3/23/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,1671.6,0.011,18.3876,0.75,13.7907,7,35.84,42,8,6,Spring-London-Discount
Spring,3/23/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1579.6,0.02079,32.839884,0.7935,26.05844795,6,138.6,23,0,10.5,Spring-London-Collection
Spring,3/23/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,934,0.01903,17.77402,2.254,40.06264108,1,58.8,99,18,4.5,Spring-London-Discount
Spring,3/23/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,2369.8,0.01496,35.452208,0.28,9.92661824,7,92.4,30,10,2,Spring-London-Collection
Spring,3/23/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,1941.6,0.01287,24.988392,0.47,11.74454424,1,32,68,28,5,Spring-London-Discount
Spring,3/23/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1782.8,0.0096,17.11488,0.1495,2.55867456,5,252,37,1,1.5,Spring-London-Collection
Spring,3/23/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,1032,0.0125,12.9,0.4715,6.08235,2,56.4,64,14,6,Spring-London-Discount
Spring,3/23/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,1897.2,0.0106,20.11032,0.3,6.033096,4,148,72,8,4,Spring-London-Collection
Spring,3/23/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1492,0.0076,11.3392,0.38,4.308896,5,325,40,26,3,Spring-London-Discount
Spring,3/23/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1179,0.0186,21.9294,1.403,30.7669482,6,61.152,74,3,1.5,Spring-Manchester-Collection
Spring,3/23/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,848.8,0.0124,10.52512,1.7825,18.7610264,2,43.2,70,1,6,Spring-Manchester-Discount
Spring,3/23/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2249.4,0.0109,24.51846,0.92,22.5569832,3,18.4,68,20,3,Spring-Manchester-Collection
Spring,3/23/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,1272.8,0.0108,13.74624,1.74,23.9184576,3,163.8,77,16,5,Spring-Manchester-Discount
Spring,3/23/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1250,0.01463,18.2875,0.069,1.2618375,3,243.6,31,9,6,Spring-Manchester-Collection
Spring,3/23/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,1253.2,0.01419,17.782908,1.9205,34.15207481,5,372,67,9,4.5,Spring-Manchester-Discount
Spring,3/23/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,2265.6,0.00891,20.186496,0.84,16.95665664,4,117.6,66,18,3,Spring-Manchester-Collection
Spring,3/23/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1404.8,0.011,15.4528,1.07,16.534496,7,287,67,15,6,Spring-Manchester-Discount
Spring,3/23/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1081.2,0.0107,11.56884,0.0575,0.6652083,7,288,65,3,1.5,Spring-Manchester-Collection
Spring,3/23/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,810.6,0.0094,7.61964,1.219,9.28834116,4,129.6,54,5,1.5,Spring-Manchester-Discount
Spring,3/23/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,2327.6,0.008,18.6208,0.68,12.662144,2,144,73,15,3,Spring-Manchester-Collection
Spring,3/23/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1653.4,0.0096,15.87264,0.19,3.0158016,2,78,58,14,0,Spring-Manchester-Discount
Spring,3/24/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1336.6,0.0106,14.16796,0.161,2.28104156,5,49.92,49,2,3,Spring-Birmingham-Collection
Spring,3/24/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,583.4,0.0159,9.27606,0.506,4.69368636,3,43.68,73,4,1.5,Spring-Birmingham-Discount
Spring,3/24/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,1737.4,0.0101,17.54774,0.34,5.9662316,2,13.6,59,16,6,Spring-Birmingham-Collection
Spring,3/24/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1492,0.0097,14.4724,0.71,10.275404,4,52.64,54,6,0,Spring-Birmingham-Discount
Spring,3/24/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1248.6,0.01144,14.283984,0.69,9.85594896,4,97.44,36,3,1.5,Spring-Birmingham-Collection
Spring,3/24/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,953.2,0.01507,14.364724,2.277,32.70847655,1,63.6,84,5,4.5,Spring-Birmingham-Discount
Spring,3/24/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1523,0.01166,17.75818,0.94,16.6926892,2,51.8,13,2,7,Spring-Birmingham-Collection
Spring,3/24/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1412.8,0.0055,7.7704,0.88,6.837952,7,287,62,4,5,Spring-Birmingham-Discount
Spring,3/24/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,533.8,0.0085,4.5373,1.1155,5.06135815,4,144,43,1,9,Spring-Birmingham-Collection
Spring,3/24/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,972.8,0.0141,13.71648,0.368,5.04766464,7,192,38,6,4.5,Spring-Birmingham-Discount
Spring,3/24/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,1898.2,0.0041,7.78262,0.31,2.4126122,3,180,55,4,2,Spring-Birmingham-Collection
Spring,3/24/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,887.4,0.0063,5.59062,0.94,5.2551828,6,372,65,4,5,Spring-Birmingham-Discount
Spring,3/24/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1692.2,0.0226,38.24372,0.3335,12.75428062,2,8.64,38,1,7.5,Spring-London-Collection
Spring,3/24/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1094.4,0.013,14.2272,1.8055,25.6872096,4,68.544,43,12,4.5,Spring-London-Discount
Spring,3/24/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2608.2,0.0107,27.90774,1.26,35.1637524,2,52.64,66,27,2,Spring-London-Collection
Spring,3/24/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2508.8,0.0101,25.33888,1.5,38.00832,0,171.92,40,10,9,Spring-London-Discount
Spring,3/24/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1759.6,0.01859,32.710964,1.2535,41.00319337,6,194.88,26,11,6,Spring-London-Collection
Spring,3/24/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,898.2,0.01595,14.32629,1.265,18.12275685,2,139.2,81,7,18,Spring-London-Discount
Spring,3/24/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,2310,0.01419,32.7789,0.8,26.22312,5,280,13,2,1,Spring-London-Collection
Spring,3/24/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,2224.6,0.01034,23.002364,0.64,14.72151296,6,330,126,12,14,Spring-London-Discount
Spring,3/24/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1305.8,0.0108,14.10264,1.2535,17.67765924,6,211.2,36,10,4.5,Spring-London-Collection
Spring,3/24/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,897.8,0.011,9.8758,0.4485,4.4292963,3,62.4,60,10,7.5,Spring-London-Discount
Spring,3/24/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,1591,0.0088,14.0008,0.96,13.440768,0,0,30,8,6,Spring-London-Collection
Spring,3/24/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1142.4,0.0077,8.79648,0.6,5.277888,3,192,42,30,3,Spring-London-Discount
Spring,3/24/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1703,0.0177,30.1431,0.138,4.1597478,3,258.048,60,31,4.5,Spring-Manchester-Collection
Spring,3/24/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,959.2,0.0152,14.57984,0.6555,9.55708512,3,43.2,48,1,4.5,Spring-Manchester-Discount
Spring,3/24/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1844.8,0.0091,16.78768,0.88,14.7731584,3,141.68,36,20,4,Spring-Manchester-Collection
Spring,3/24/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,1404,0.0145,20.358,1.15,23.4117,5,41.3,92,14,2,Spring-Manchester-Discount
Spring,3/24/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1685.4,0.01485,25.02819,0.7015,17.55727529,3,171.36,34,12,7.5,Spring-Manchester-Collection
Spring,3/24/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,1406.2,0.01463,20.572706,2.4265,49.91967111,7,604.8,88,0,13.5,Spring-Manchester-Discount
Spring,3/24/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,1587.8,0.0121,19.21238,0.66,12.6801708,7,92.4,29,15,6,Spring-Manchester-Collection
Spring,3/24/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1439.8,0.01243,17.896714,2,35.793428,3,186,86,22,7,Spring-Manchester-Discount
Spring,3/24/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,650,0.015,9.75,0.3565,3.475875,3,139.2,44,11,0,Spring-Manchester-Collection
Spring,3/24/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,1437.6,0.0127,18.25752,0.9085,16.58695692,4,177.6,22,3,6,Spring-Manchester-Discount
Spring,3/24/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,1259,0.0066,8.3094,0.1,0.83094,3,117,50,9,7,Spring-Manchester-Collection
Spring,3/24/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1474.4,0.0075,11.058,0.46,5.08668,5,310,28,0,5,Spring-Manchester-Discount
Spring,3/25/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1315.6,0.0141,18.54996,1.472,27.30554112,2,46.08,19,12,1.5,Spring-Birmingham-Collection
Spring,3/25/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,1288.4,0.0158,20.35672,0.92,18.7281824,3,100.128,70,5,4.5,Spring-Birmingham-Discount
Spring,3/25/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,1524.4,0.0077,11.73788,0.23,2.6997124,4,46.4,32,21,0,Spring-Birmingham-Collection
Spring,3/25/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1809.2,0.0089,16.10188,0.38,6.1187144,4,32,74,8,1,Spring-Birmingham-Discount
Spring,3/25/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1250.2,0.01232,15.402464,0.989,15.2330369,7,67.2,8,4,4.5,Spring-Birmingham-Collection
Spring,3/25/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,579.6,0.01628,9.435888,0.6095,5.751173736,8,297.6,92,4,13.5,Spring-Birmingham-Discount
Spring,3/25/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2062.6,0.01133,23.369258,0.54,12.61939932,3,147,13,3,2,Spring-Birmingham-Collection
Spring,3/25/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1451.8,0.00858,12.456444,1.52,18.93379488,6,240,56,6,2,Spring-Birmingham-Discount
Spring,3/25/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,857.8,0.0164,14.06792,0.8855,12.45714316,4,129.6,31,5,3,Spring-Birmingham-Collection
Spring,3/25/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,927.2,0.0114,10.57008,0.6555,6.92868744,6,252,6,1,4.5,Spring-Birmingham-Discount
Spring,3/25/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,1658.8,0.007,11.6116,1.12,13.004992,4,180,35,4,3,Spring-Birmingham-Collection
Spring,3/25/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1044.2,0.0034,3.55028,0.1,0.355028,6,276,32,4,5,Spring-Birmingham-Discount
Spring,3/25/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1715.6,0.0145,24.8762,1.173,29.1797826,5,129.024,31,18,7.5,Spring-London-Collection
Spring,3/25/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1516.2,0.0193,29.26266,0.552,16.15298832,2,96.096,74,2,6,Spring-London-Discount
Spring,3/25/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2087,0.0138,28.8006,0.55,15.84033,5,66.08,36,21,4,Spring-London-Collection
Spring,3/25/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2164,0.013,28.132,0.35,9.8462,4,17.6,97,12,7,Spring-London-Discount
Spring,3/25/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1198.8,0.02519,30.197772,1.012,30.56014526,1,265.44,30,4,15,Spring-London-Collection
Spring,3/25/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1615.8,0.01496,24.172368,0.92,22.23857856,6,489.6,71,7,4.5,Spring-London-Discount
Spring,3/25/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,2423.6,0.01287,31.191732,0.75,23.393799,3,120.4,49,0,4,Spring-London-Collection
Spring,3/25/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,2170.4,0.01133,24.590632,0.95,23.3611004,4,124,82,12,1,Spring-London-Discount
Spring,3/25/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1526.4,0.0154,23.50656,1.035,24.3292896,2,0,42,12,1.5,Spring-London-Collection
Spring,3/25/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,755.4,0.0098,7.40292,1.035,7.6620222,2,57.6,65,18,3,Spring-London-Discount
Spring,3/25/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,2540.4,0.0139,35.31156,0.67,23.6587452,3,144,28,15,5,Spring-London-Collection
Spring,3/25/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1367,0.0084,11.4828,0.11,1.263108,1,54,48,16,4,Spring-London-Discount
Spring,3/25/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1588,0.0178,28.2664,0.8625,24.37977,1,117.6,63,26,7.5,Spring-Manchester-Collection
Spring,3/25/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1582.4,0.0115,18.1976,1.978,35.9948528,7,63.84,85,7,12,Spring-Manchester-Discount
Spring,3/25/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1502.8,0.0142,21.33976,0.63,13.4440488,4,48.8,53,34,7,Spring-Manchester-Collection
Spring,3/25/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,1817.6,0.0095,17.2672,1.06,18.303232,7,207.2,97,6,6,Spring-Manchester-Discount
Spring,3/25/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1573.8,0.01452,22.851576,0.023,0.525586248,3,89.04,32,7,3,Spring-Manchester-Collection
Spring,3/25/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,1071.2,0.01672,17.910464,1.2995,23.27464797,5,432,50,7,6,Spring-Manchester-Discount
Spring,3/25/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,1997.8,0.01243,24.832654,0.76,18.87281704,9,161,29,2,9,Spring-Manchester-Collection
Spring,3/25/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1079.8,0.01287,13.897026,1.9,26.4043494,4,144,109,14,10,Spring-Manchester-Discount
Spring,3/25/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1451.2,0.0113,16.39856,0.138,2.26300128,5,355.2,22,1,1.5,Spring-Manchester-Collection
Spring,3/25/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,450,0.0167,7.515,0.3105,2.3334075,3,96,42,11,4.5,Spring-Manchester-Discount
Spring,3/25/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,1692.6,0.007,11.8482,1.14,13.506948,5,155,41,4,4,Spring-Manchester-Collection
Spring,3/25/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1896.2,0.0093,17.63466,0.66,11.6388756,5,260,28,18,4,Spring-Manchester-Discount
Spring,3/26/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1479,0.0189,27.9531,0.9775,27.32415525,2,13.44,23,21,1.5,Spring-Birmingham-Collection
Spring,3/26/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,1052.6,0.0119,12.52594,0.897,11.23576818,8,9.6,52,6,3,Spring-Birmingham-Discount
Spring,3/26/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,1545.2,0.0071,10.97092,0.67,7.3505164,3,53.2,50,14,1,Spring-Birmingham-Collection
Spring,3/26/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1745.4,0.0075,13.0905,1.9,24.87195,7,130.48,34,8,3,Spring-Birmingham-Discount
Spring,3/26/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,854.4,0.01265,10.80816,0.2415,2.61017064,8,134.4,35,4,4.5,Spring-Birmingham-Collection
Spring,3/26/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,998.6,0.01254,12.522444,1.38,17.28097272,1,64.8,68,1,10.5,Spring-Birmingham-Discount
Spring,3/26/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,854,0.00682,5.82428,0.8,4.659424,6,0,8,8,5,Spring-Birmingham-Collection
Spring,3/26/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1133.8,0.01034,11.723492,1.98,23.21251416,3,180,62,2,8,Spring-Birmingham-Discount
Spring,3/26/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,733.2,0.0146,10.70472,0.5175,5.5396926,4,223.2,14,3,1.5,Spring-Birmingham-Collection
Spring,3/26/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,711.4,0.0093,6.61602,0.3565,2.35861113,8,446.4,23,8,6,Spring-Birmingham-Discount
Spring,3/26/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,1453.6,0.0085,12.3556,0.69,8.525364,3,96,44,14,1,Spring-Birmingham-Collection
Spring,3/26/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1504,0.004,6.016,0.34,2.04544,4,168,35,3,0,Spring-Birmingham-Discount
Spring,3/26/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,2108.8,0.0166,35.00608,1.196,41.86727168,2,47.04,34,14,7.5,Spring-London-Collection
Spring,3/26/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1586.6,0.0187,29.66942,1.2305,36.50822131,7,20.16,46,0,7.5,Spring-London-Discount
Spring,3/26/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2788.8,0.0102,28.44576,1.11,31.5747936,2,21.6,66,4,1,Spring-London-Collection
Spring,3/26/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2098.2,0.0121,25.38822,1.79,45.4449138,2,115.36,79,16,4,Spring-London-Discount
Spring,3/26/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1429,0.02299,32.85271,0.092,3.02244932,3,198.24,0,0,12,Spring-London-Collection
Spring,3/26/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1244.6,0.01804,22.452584,2.1505,48.28428189,7,613.2,104,10,6,Spring-London-Discount
Spring,3/26/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,2087,0.01045,21.80915,0.26,5.670379,5,218.4,7,0,12,Spring-London-Collection
Spring,3/26/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,2311.6,0.01298,30.004568,0.72,21.60328896,1,75,71,12,12,Spring-London-Discount
